id;medio;ola;anexo;poblado;bienestar;corona;edad;sexo;origen;estado.civil;religion;jefehogar;vinculo.jefe;educ;educ.hoy;educ.hoy.tipo;personas.hogar;joven.estudiando.hogar;tiempo.escuela;tiempo.salud;trabaja.fuera.hogar;tiempo.trabajo;agua.potable;electricidad;internet.fijo;empleo;empleado.act.agropecuarias;empleado.no.agropecuario;cp.act.agropecuaria;cp.act.no.agropecuaria;jornalero;patron.agrop;patron.no.agrop;empl.domestico;empl.gob;empl.principal;pago.justo;lab.no.remuneradas;act.no.remuneradas;vivir.bien;juventud.aporta;educ.formal.trabajo;condiciones.prod.agricola;trabajo.infantil;empleo.calidad;capacidades.humanas;nuevos.empleos;acceso.tecnologia;preocupacion.alimentos;alimentacion.saludable;comido.menos;querer.estudiar;educacion.sirve;acceso.educacion;vida.saludable;acceso.salud;salud.mental;acceso.transporte;caminos;vivienda.apropiada;acceso.internet;cobertura.internet;sistema.salud;decisiones.economicas;labores.hogar;comunidad.valora;mujeres.violencia;mujer.trabaja;mismo.trabajo;salud.reproductiva;mismas.oportunidades;igual.salario;servicios.salud;transporte;act.comunitarias;trato.trabajo;trato.fam;caminar.solo;apoyo.comunidad;tiempo.familia;visiones;espacios.abiertos;juventud.participa;juventud.surge;municipios.trabajan;instituciones.presentes;comunicacion.autoridades;empresa.aporta.bienestar;estado.dialogante;empresa.dialogante;soluciones.colectivas;confianza.familia;confianza.municipalidad;confianza.gobernadores;confianza.jueces;confianza.policia;confianza.vecinos;confianza.com.campesinas;confianza.empresa;participa.org.local;org.local;valoran.formas.vida;intercambian.saberes;recursos.distribuyen.equitativa;politicas.reconocen.comunidades;condicion.bosques;condicion.tierra;condicion.rios;condicion.aire;condicion.mar;prod.respeta.ambiente;prod.adecuada.salud;tiempo.descanso;espacios.recreativos;disfrutan.naturaleza;preocupacion.mediambiente
400;telefonico;Ola 1;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Mucho;31;Hombre;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;No;;3;No;;00:10:00.000-05:00;Si;00:05:00.000-05:00;Si;Si;No;Si;1;0;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades agropecuarias;De acuerdo;No;NA;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;No;No;No;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Otra mujer dentro del hogar;De algunas tareas;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Bueno;Bueno;Bueno;Bueno;Bueno;De acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Confia;No confia;Confia poco;Confia;Confia poco;Confia;Confia;Confia poco;Si;OPMA;De acuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;NS/NR;Buena;Regular;Buena;Buena;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
401;Presencial;Ola 1;Miramar;Miramar ;Buena;Mucho;50;Hombre;Mestizo/a;Casado/a;NA;Si;;Primaria;No;;6;Si;00:15:00.000-05:00;00:15:00.000-05:00;Si;00:30:00.000-05:00;Si;Si;No;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;Ni de acuerdo ni en desacuerdo;No;NA;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;Si;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;En desacuerdo;Usted;De algunas tareas;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;NS/NR;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Regular;Bueno;Bueno;Bueno;Bueno;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia;Confia poco;Confia poco;Confia poco;Confia poco;Confia;Confia;No confia;No;;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Regular;Buena;Regular;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
402;Presencial;Ola 1;Miramar;Miramar ;Buena;Mucho;22;Mujer;Mestizo/a;Union libre;NA;No;Hijo/a;Profesional o tecnico;No;;9;Si;00:10:00.000-05:00;00:05:00.000-05:00;Si;00:10:00.000-05:00;Si;Si;No;Si;0;0;0;1;0;0;1;0;0;Patron/a o empleador/a en actividades no agropecuarias;De acuerdo;No;NA;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De manera compartida;De muchas tareas;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Regular;Bueno;Regular;Bueno;Bueno;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia;Confia poco;Confia poco;Confia poco;Confia poco;Confia;No confia ni mucho ni poco;Confia poco;No;;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Buena;Regular;Buena;Regular;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
403;Presencial;Ola 1;Miramar;Miramar ;Buena;Demasiado;18;Mujer;Mestizo/a;Soltero/a;NA;No;Hijo/a;Secundaria;No;;2;No;;00:10:00.000-05:00;No;;Si;Si;Si;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;De acuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;Otra mujer dentro del hogar;De muchas tareas;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Regular;Bueno;Bueno;NS/NR;Muy bueno;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;Confia poco;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia poco;Confia;No confia ni mucho ni poco;No confia;No;;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Buena;Regular;Mala;Regular;Mala;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
404;Presencial;Ola 1;Miramar;Miramar ;Buena;Mucho;36;Mujer;Mestizo/a;Casado/a;NA;No;Conyuge o pareja;Primaria;No;;5;Si;00:05:00.000-05:00;00:10:00.000-05:00;No;;Si;Si;No;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Si;No;No;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De manera compartida;De todas las tareas;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;Regular;Bueno;Bueno;NS/NR;Bueno;Muy de acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;Confia poco;Confia poco;Confia poco;Confia poco;Confia;Confia;No confia;Si;Vaso de leche ;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Buena;Buena;Regular;Buena;Regular;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
405;Presencial;Ola 1;Miramar;Miramar ;Regular;Demasiado;66;Hombre;Mestizo/a;Casado/a;NA;Si;;Primaria;No;;9;Si;00:10:00.000-05:00;00:05:00.000-05:00;Si;00:20:00.000-05:00;Si;Si;No;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;En desacuerdo;No;NA;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;Si;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De manera compartida;De ninguna tarea;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Regular;Bueno;Bueno;Bueno;Bueno;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;Confia poco;Confia poco;Confia poco;Confia poco;Confia;Confia;Confia poco;No;;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Regular;Mala;Mala;Regular;Mala;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo
406;Presencial;Ola 1;Miramar;Miramar ;Regular;Mucho;49;Mujer;Mestizo/a;Separado/a;NA;Si;;Profesional o tecnico;No;;2;No;;00:10:00.000-05:00;Si;00:30:00.000-05:00;Si;Si;Si;Si;0;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades no agropecuarias;De acuerdo;No;NA;De acuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Usted;De todas las tareas;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Regular;Regular;Bueno;Bueno;Bueno;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;Confia poco;Confia poco;Confia poco;Confia poco;Confia;No confia ni mucho ni poco;No confia;No;;De acuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Regular;Regular;Regular;Regular;Regular;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo
407;Presencial;Ola 1;Miramar;Miramar ;Mala;Demasiado;29;Hombre;Mestizo/a;Casado/a;NA;Si;;Secundaria;No;;5;Si;00:10:00.000-05:00;00:05:00.000-05:00;Si;00:05:00.000-05:00;Si;Si;No;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;En desacuerdo;No;NA;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Si;No;Si;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De manera compartida;De algunas tareas;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Malo;Bueno;Bueno;Bueno;Bueno;Muy de acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;No confia;No confia;No confia;Confia poco;Confia;Confia;No confia;No;;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Regular;Mala;Muy mala;Regular;Muy mala;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo
408;Presencial;Ola 1;Miramar;Miramar ;Regular;Mucho;31;Hombre;Mestizo/a;Soltero/a;NA;No;Hijo/a;Primaria;No;;4;No;;00:05:00.000-05:00;Si;00:20:00.000-05:00;Si;Si;No;Si;0;0;1;0;0;0;0;0;0;Empleado/a del Gobierno;De acuerdo;No;NA;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Otro hombre dentro del hogar;De algunas tareas;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;NS/NR;De acuerdo;Ni de acuerdo ni en desacuerdo;Malo;Bueno;Bueno;Bueno;Bueno;Muy de acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Confia mucho;Confia poco;Confia poco;Confia poco;Confia poco;Confia;Confia;No confia;No;;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Regular;Mala;Mala;Regular;Mala;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo
409;Presencial;Ola 1;Miramar;Miramar ;Regular;Mucho;20;Hombre;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;No;;4;No;;00:05:00.000-05:00;Si;00:30:00.000-05:00;Si;Si;No;Si;1;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades no agropecuarias;En desacuerdo;No;NA;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;NA;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Otro hombre dentro del hogar;De algunas tareas;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;NS/NR;En desacuerdo;En desacuerdo;Regular;Bueno;Bueno;Regular;Bueno;Muy de acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Confia mucho;No confia;No confia;No confia;Confia poco;Confia;Confia;No confia;No;;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Buena;Regular;Mala;Buena;Mala;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo
410;Presencial;Ola 1;Miramar;Miramar ;Regular;Demasiado;19;Hombre;Mestizo/a;Soltero/a;NA;No;Hijo/a;Secundaria;No;;3;No;;00:05:00.000-05:00;Si;00:05:00.000-05:00;Si;Si;No;Si;0;1;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;Ni de acuerdo ni en desacuerdo;No;NA;De acuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;Si;No;No;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;Otro hombre dentro del hogar;De algunas tareas;En desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;NS/NR;De acuerdo;De acuerdo;Regular;Bueno;Bueno;Bueno;Bueno;Muy de acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;Confia poco;Confia poco;Confia poco;Confia poco;Confia;Confia;Confia poco;Si;Club deportivo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Regular;Buena;Regular;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
411;Presencial;Ola 1;Miramar;Miramar ;Mala;Demasiado;25;Mujer;Mestizo/a;Soltero/a;NA;No;Hijo/a;Primaria;No;;4;No;;00:10:00.000-05:00;Si;00:35:00.000-05:00;Si;Si;No;Si;0;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades no agropecuarias;En desacuerdo;No;NA;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Otro hombre dentro del hogar;De muchas tareas;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Regular;Bueno;Bueno;Regular;Bueno;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia;Confia;No confia;No;;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Regular;Mala;Mala;Buena;Mala;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
412;Presencial;Ola 1;Miramar;Miramar ;Regular;Demasiado;22;Mujer;Mestizo/a;Soltero/a;NA;No;Hijo/a;Secundaria;No;;4;Si;00:05:00.000-05:00;00:05:00.000-05:00;No;;Si;Si;No;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;Otro hombre dentro del hogar;De muchas tareas;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Bueno;Bueno;Bueno;NS/NR;Bueno;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Confia mucho;No confia ni mucho ni poco;Confia poco;Confia poco;Confia poco;Confia;No confia ni mucho ni poco;No confia;No;;De acuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Regular;Regular;Regular;Buena;Regular;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
413;Presencial;Ola 1;Miramar;Miramar ;Buena;Demasiado;24;Hombre;Mestizo/a;Union libre;NA;No;Hijo/a;Profesional o tecnico;No;;5;No;;00:10:00.000-05:00;Si;00:20:00.000-05:00;Si;Si;No;Si;1;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades agropecuarias;En desacuerdo;No;NA;De acuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De manera compartida;De algunas tareas;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Regular;Bueno;Bueno;Bueno;Bueno;Muy de acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Confia mucho;No confia;No confia;No confia;Confia poco;Confia;No confia ni mucho ni poco;No confia;No;;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Regular;Regular;Regular;Buena;Regular;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
414;Presencial;Ola 1;Miramar;Miramar ;Buena;Mucho;24;Hombre;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;No;;3;No;;00:10:00.000-05:00;Si;00:40:00.000-05:00;Si;Si;No;Si;0;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades no agropecuarias;De acuerdo;No;NA;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;Si;No;No;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De manera compartida;De algunas tareas;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;NS/NR;De acuerdo;De acuerdo;Bueno;Bueno;Bueno;Bueno;Bueno;Muy de acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;No confia;No confia;No confia;Confia poco;Confia;Confia;No confia;No;;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Regular;Mala;Mala;Regular;Mala;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo
